order_id,order_date,season,product_category,items_count,order_amount,channel,neighborhood,density_bucket,is_new_customer
Fa_00032,2024-08-05,Fall_2024,bed_frame,1,60.0,other,Medford,medium,True
Fa_00033,2024-09-05,Fall_2024,chair,2,138.0,xiaohongshu_wechat,East Boston,medium,True
Fa_00034,2024-08-28,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Brighton,high,False
Fa_00035,2024-08-09,Fall_2024,chair,2,138.0,xiaohongshu_wechat,East Boston,medium,False
Fa_00036,2024-10-31,Fall_2024,cleaning_set,1,39.99,website,Allston,high,False
Fa_00037,2024-09-07,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,Somerville,medium,True
Fa_00038,2024-09-15,Fall_2024,mattress,2,420.0,xiaohongshu_wechat,Brighton,high,True
Fa_00039,2024-08-26,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Fenway,high,False
Fa_00040,2024-08-04,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,Brookline,medium,True
Fa_00041,2024-09-10,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,East Boston,medium,True
Fa_00042,2024-08-25,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,East Boston,medium,True
Fa_00043,2024-10-26,Fall_2024,kitchen_set,1,39.99,website,Allston,high,True
Fa_00044,2024-08-20,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Dorchester,medium,True
Fa_00045,2024-09-05,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,East Boston,medium,True
Fa_00046,2024-08-17,Fall_2024,kitchen_set,2,79.98,other,Mission Hill,high,True
Fa_00047,2024-09-03,Fall_2024,kitchen_set,1,39.99,website,Mission Hill,high,True
Fa_00048,2024-10-28,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Allston,high,False
Fa_00049,2024-10-22,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Fenway,high,False
Fa_00050,2024-09-10,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Allston,high,True
Fa_00051,2024-08-02,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00052,2024-08-17,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Brighton,high,False
Fa_00053,2024-10-23,Fall_2024,cleaning_set,2,79.98,other,Brighton,high,True
Fa_00054,2024-08-20,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Fenway,high,True
Fa_00055,2024-09-24,Fall_2024,bed_frame,2,90.0,website,Jamaica Plain,medium,False
Fa_00056,2024-08-19,Fall_2024,mattress,2,420.0,xiaohongshu_wechat,Brookline,medium,False
Fa_00057,2024-09-22,Fall_2024,kitchen_set,1,39.99,website,Cambridgeport,high,True
Fa_00058,2024-08-25,Fall_2024,mattress,2,380.0,website,Cambridgeport,high,True
Fa_00059,2024-09-25,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Fenway,high,True
Fa_00060,2024-10-25,Fall_2024,kitchen_set,3,119.97,xiaohongshu_wechat,Mission Hill,high,True
Fa_00061,2024-08-21,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Fenway,high,True
Fa_00062,2024-09-01,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Fenway,high,True
Fa_00063,2024-08-02,Fall_2024,desk,1,79.0,website,Brighton,high,True
Fa_00064,2024-10-11,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Fenway,high,True
Fa_00065,2024-10-09,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,Allston,high,True
Fa_00066,2024-08-14,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Allston,high,True
Fa_00067,2024-08-12,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,Revere,low,True
Fa_00068,2024-10-29,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Mission Hill,high,True
Fa_00069,2024-08-01,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00070,2024-10-21,Fall_2024,mattress,2,380.0,website,Brighton,high,True
Fa_00071,2024-08-20,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Mission Hill,high,False
Fa_00072,2024-10-14,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Watertown,medium,True
Fa_00073,2024-10-06,Fall_2024,desk,3,237.0,xiaohongshu_wechat,Somerville,medium,False
Fa_00074,2024-10-07,Fall_2024,chair,3,207.0,xiaohongshu_wechat,Brighton,high,True
Fa_00075,2024-08-01,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,East Boston,medium,False
Fa_00076,2024-10-19,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Watertown,medium,False
Fa_00077,2024-08-19,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Fenway,high,True
Fa_00078,2024-08-05,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Fenway,high,False
Fa_00079,2024-09-11,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00080,2024-08-06,Fall_2024,bed_frame,2,120.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00081,2024-10-29,Fall_2024,bed_frame,2,120.0,xiaohongshu_wechat,Brighton,high,False
Fa_00082,2024-09-21,Fall_2024,chair,1,69.0,website,Brighton,high,True
Fa_00083,2024-09-30,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Fenway,high,True
Fa_00084,2024-08-14,Fall_2024,bed_frame,1,60.0,xiaohongshu_wechat,East Boston,medium,True
Fa_00085,2024-08-31,Fall_2024,bed_frame,1,30.0,website,Revere,low,False
Fa_00086,2024-08-26,Fall_2024,chair,1,69.0,xiaohongshu_wechat,East Boston,medium,True
Fa_00087,2024-08-27,Fall_2024,cleaning_set,1,39.99,website,Fenway,high,False
Fa_00088,2024-09-05,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Medford,medium,False
Fa_00089,2024-08-19,Fall_2024,kitchen_set,3,119.97,xiaohongshu_wechat,Brookline,medium,True
Fa_00090,2024-10-16,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Brighton,high,False
Fa_00091,2024-10-22,Fall_2024,chair,1,69.0,website,Allston,high,False
Fa_00092,2024-08-15,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Allston,high,True
Fa_00093,2024-10-20,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Medford,medium,True
Fa_00094,2024-09-03,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00095,2024-08-05,Fall_2024,kitchen_set,2,79.98,other,East Boston,medium,True
Fa_00096,2024-08-22,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Revere,low,False
Fa_00097,2024-09-08,Fall_2024,bed_frame,2,60.0,website,Fenway,high,True
Fa_00098,2024-08-22,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Brighton,high,True
Fa_00099,2024-09-21,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Somerville,medium,True
Fa_00100,2024-10-19,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00101,2024-09-11,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Fenway,high,True
Fa_00102,2024-08-23,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Fenway,high,True
Fa_00103,2024-09-12,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Brighton,high,True
Fa_00104,2024-09-20,Fall_2024,cleaning_set,1,39.99,website,Cambridgeport,high,False
Fa_00105,2024-08-03,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00106,2024-08-18,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00107,2024-08-24,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00108,2024-08-08,Fall_2024,mattress,1,190.0,website,Quincy,low,True
Fa_00109,2024-09-03,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,East Boston,medium,False
Fa_00110,2024-09-08,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,Brighton,high,True
Fa_00111,2024-09-06,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,Revere,low,True
Fa_00112,2024-08-05,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Brighton,high,True
Fa_00113,2024-09-06,Fall_2024,bed_frame,1,60.0,other,Dorchester,medium,False
Fa_00114,2024-10-21,Fall_2024,bed_frame,1,60.0,xiaohongshu_wechat,Fenway,high,True
Fa_00115,2024-09-24,Fall_2024,bed_frame,3,135.0,xiaohongshu_wechat,Fenway,high,True
Fa_00116,2024-10-12,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Fenway,high,False
Fa_00117,2024-10-28,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Quincy,low,True
Fa_00118,2024-08-03,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Allston,high,True
Fa_00119,2024-08-20,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Medford,medium,True
Fa_00120,2024-09-19,Fall_2024,kitchen_set,3,119.97,xiaohongshu_wechat,Mission Hill,high,True
Fa_00121,2024-10-17,Fall_2024,desk,2,158.0,other,Fenway,high,True
Fa_00122,2024-09-17,Fall_2024,chair,3,207.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00123,2024-10-31,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Allston,high,True
Fa_00124,2024-09-30,Fall_2024,mattress,2,420.0,xiaohongshu_wechat,Fenway,high,False
Fa_00125,2024-08-13,Fall_2024,chair,3,207.0,other,Mission Hill,high,True
Fa_00126,2024-10-11,Fall_2024,chair,3,207.0,xiaohongshu_wechat,Brighton,high,False
Fa_00127,2024-09-06,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,Brighton,high,False
Fa_00128,2024-08-24,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,Watertown,medium,True
Fa_00129,2024-09-17,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,East Boston,medium,True
Fa_00130,2024-08-27,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Mission Hill,high,False
Fa_00131,2024-10-27,Fall_2024,kitchen_set,1,39.99,website,Cambridgeport,high,True
Fa_00132,2024-10-29,Fall_2024,desk,1,79.0,other,Allston,high,True
Fa_00133,2024-09-25,Fall_2024,cleaning_set,1,39.99,website,Fenway,high,True
Fa_00134,2024-08-05,Fall_2024,mattress,1,190.0,website,Allston,high,True
Fa_00135,2024-08-08,Fall_2024,mattress,2,380.0,website,Quincy,low,False
Fa_00136,2024-08-25,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brighton,high,False
Fa_00137,2024-09-05,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Fenway,high,True
Fa_00138,2024-09-29,Fall_2024,kitchen_set,1,39.99,website,Medford,medium,False
Fa_00139,2024-10-09,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00140,2024-10-13,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Allston,high,True
Fa_00141,2024-08-18,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Watertown,medium,True
Fa_00142,2024-09-28,Fall_2024,mattress,2,380.0,website,Watertown,medium,False
Fa_00143,2024-09-16,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Allston,high,False
Fa_00144,2024-10-01,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Dorchester,medium,True
Fa_00145,2024-08-16,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,Quincy,low,False
Fa_00146,2024-08-13,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Allston,high,False
Fa_00147,2024-10-28,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,Fenway,high,True
Fa_00148,2024-10-05,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Allston,high,True
Fa_00149,2024-08-10,Fall_2024,kitchen_set,1,39.99,other,Medford,medium,True
Fa_00150,2024-09-08,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Mission Hill,high,False
Fa_00151,2024-10-21,Fall_2024,chair,1,69.0,website,Fenway,high,False
Fa_00152,2024-09-02,Fall_2024,cleaning_set,2,79.98,other,Mission Hill,high,False
Fa_00153,2024-08-03,Fall_2024,bed_frame,1,60.0,other,Malden,medium,True
Fa_00154,2024-09-20,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Brighton,high,False
Fa_00155,2024-08-07,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Allston,high,True
Fa_00156,2024-08-10,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Dorchester,medium,True
Fa_00157,2024-10-25,Fall_2024,mattress,1,190.0,website,Malden,medium,False
Fa_00158,2024-09-15,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Brighton,high,False
Fa_00159,2024-08-19,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brighton,high,True
Fa_00160,2024-08-30,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Fenway,high,True
Fa_00161,2024-09-01,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Fenway,high,True
Fa_00162,2024-10-03,Fall_2024,cleaning_set,2,79.98,other,Mission Hill,high,False
Fa_00163,2024-09-22,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Revere,low,True
Fa_00164,2024-10-07,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Fenway,high,True
Fa_00165,2024-08-20,Fall_2024,chair,1,69.0,website,Allston,high,False
Fa_00166,2024-08-17,Fall_2024,desk,1,79.0,other,Cambridgeport,high,False
Fa_00167,2024-09-10,Fall_2024,chair,1,69.0,website,Fenway,high,False
Fa_00168,2024-10-28,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Jamaica Plain,medium,True
Fa_00169,2024-09-25,Fall_2024,mattress,1,190.0,other,Medford,medium,True
Fa_00170,2024-09-09,Fall_2024,kitchen_set,1,39.99,other,Mission Hill,high,False
Fa_00171,2024-10-23,Fall_2024,kitchen_set,3,119.97,xiaohongshu_wechat,Allston,high,False
Fa_00172,2024-10-26,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,East Boston,medium,False
Fa_00173,2024-08-21,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00174,2024-09-20,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00175,2024-09-11,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Watertown,medium,True
Fa_00176,2024-08-09,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Fenway,high,True
Fa_00177,2024-08-15,Fall_2024,cleaning_set,3,119.97,website,Fenway,high,True
Fa_00178,2024-09-22,Fall_2024,kitchen_set,3,119.97,website,Revere,low,True
Fa_00179,2024-10-16,Fall_2024,mattress,2,380.0,website,Fenway,high,False
Fa_00180,2024-08-31,Fall_2024,bed_frame,2,90.0,xiaohongshu_wechat,Brighton,high,False
Fa_00181,2024-08-22,Fall_2024,bed_frame,1,30.0,website,Quincy,low,True
Fa_00182,2024-09-24,Fall_2024,bed_frame,3,90.0,other,Cambridgeport,high,False
Fa_00183,2024-09-08,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Malden,medium,True
Fa_00184,2024-08-20,Fall_2024,kitchen_set,1,39.99,website,Dorchester,medium,True
Fa_00185,2024-10-04,Fall_2024,mattress,1,190.0,other,Cambridgeport,high,True
Fa_00186,2024-08-19,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Brighton,high,True
Fa_00187,2024-10-27,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Brighton,high,False
Fa_00188,2024-10-31,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00189,2024-09-08,Fall_2024,bed_frame,2,120.0,other,Fenway,high,False
Fa_00190,2024-10-28,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Fenway,high,True
Fa_00191,2024-08-27,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00192,2024-10-04,Fall_2024,bed_frame,2,60.0,xiaohongshu_wechat,Dorchester,medium,True
Fa_00193,2024-08-08,Fall_2024,bed_frame,2,120.0,xiaohongshu_wechat,Jamaica Plain,medium,False
Fa_00194,2024-10-21,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Fenway,high,False
Fa_00195,2024-09-06,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Mission Hill,high,True
Fa_00196,2024-08-22,Fall_2024,kitchen_set,1,39.99,website,Dorchester,medium,True
Fa_00197,2024-08-14,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Brighton,high,False
Fa_00198,2024-08-26,Fall_2024,cleaning_set,2,79.98,other,Cambridgeport,high,True
Fa_00199,2024-09-16,Fall_2024,kitchen_set,1,39.99,other,Mission Hill,high,False
Fa_00200,2024-09-18,Fall_2024,bed_frame,1,60.0,website,Mission Hill,high,True
Fa_00201,2024-10-12,Fall_2024,kitchen_set,1,39.99,other,Allston,high,False
Fa_00202,2024-09-21,Fall_2024,bed_frame,2,60.0,xiaohongshu_wechat,Medford,medium,True
Fa_00203,2024-10-28,Fall_2024,kitchen_set,1,39.99,other,Brighton,high,True
Fa_00204,2024-08-14,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Jamaica Plain,medium,False
Fa_00205,2024-09-22,Fall_2024,bed_frame,2,120.0,xiaohongshu_wechat,Brighton,high,True
Fa_00206,2024-08-20,Fall_2024,desk,2,158.0,website,Malden,medium,False
Fa_00207,2024-09-10,Fall_2024,chair,1,69.0,other,East Boston,medium,True
Fa_00208,2024-10-27,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Somerville,medium,True
Fa_00209,2024-09-29,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00210,2024-10-12,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Allston,high,False
Fa_00211,2024-10-15,Fall_2024,kitchen_set,1,39.99,other,Malden,medium,True
Fa_00212,2024-08-01,Fall_2024,desk,1,79.0,website,Cambridgeport,high,True
Fa_00213,2024-09-09,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Watertown,medium,False
Fa_00214,2024-09-15,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Malden,medium,False
Fa_00215,2024-09-28,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Quincy,low,False
Fa_00216,2024-10-15,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brighton,high,True
Fa_00217,2024-10-02,Fall_2024,chair,3,207.0,xiaohongshu_wechat,Allston,high,False
Fa_00218,2024-10-14,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Allston,high,True
Fa_00219,2024-10-09,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Medford,medium,True
Fa_00220,2024-09-06,Fall_2024,bed_frame,2,120.0,xiaohongshu_wechat,Brighton,high,True
Fa_00221,2024-10-14,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,Revere,low,True
Fa_00222,2024-08-19,Fall_2024,cleaning_set,1,39.99,website,Mission Hill,high,True
Fa_00223,2024-08-07,Fall_2024,kitchen_set,3,119.97,website,Dorchester,medium,False
Fa_00224,2024-10-22,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00225,2024-10-08,Fall_2024,bed_frame,1,30.0,other,Mission Hill,high,False
Fa_00226,2024-09-23,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,Mission Hill,high,True
Fa_00227,2024-09-21,Fall_2024,kitchen_set,2,79.98,other,Jamaica Plain,medium,False
Fa_00228,2024-09-26,Fall_2024,cleaning_set,3,119.97,other,Dorchester,medium,False
Fa_00229,2024-08-15,Fall_2024,desk,1,79.0,website,East Boston,medium,False
Fa_00230,2024-09-05,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Dorchester,medium,True
Fa_00231,2024-09-23,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Fenway,high,True
Fa_00232,2024-08-30,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Brookline,medium,True
Fa_00233,2024-08-02,Fall_2024,mattress,1,190.0,other,Fenway,high,True
Fa_00234,2024-09-05,Fall_2024,bed_frame,1,60.0,xiaohongshu_wechat,Malden,medium,False
Fa_00235,2024-09-25,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00236,2024-10-18,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Brighton,high,True
Fa_00237,2024-10-21,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Allston,high,True
Fa_00238,2024-09-18,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Brookline,medium,True
Fa_00239,2024-08-28,Fall_2024,cleaning_set,3,119.97,website,Cambridgeport,high,True
Fa_00240,2024-09-27,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Quincy,low,False
Fa_00241,2024-10-31,Fall_2024,mattress,2,380.0,website,Allston,high,True
Fa_00242,2024-09-19,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00243,2024-08-13,Fall_2024,bed_frame,2,90.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00244,2024-08-04,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Quincy,low,True
Fa_00245,2024-08-05,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Brighton,high,False
Fa_00246,2024-08-14,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00247,2024-10-06,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00248,2024-09-05,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Medford,medium,True
Fa_00249,2024-08-27,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Medford,medium,False
Fa_00250,2024-08-28,Fall_2024,cleaning_set,2,79.98,website,Revere,low,True
Fa_00251,2024-10-23,Fall_2024,kitchen_set,1,39.99,other,Cambridgeport,high,True
Fa_00252,2024-08-29,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Revere,low,True
Fa_00253,2024-10-21,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Allston,high,False
Fa_00254,2024-10-25,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Brighton,high,True
Fa_00255,2024-09-01,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00256,2024-08-04,Fall_2024,mattress,3,570.0,xiaohongshu_wechat,Medford,medium,True
Fa_00257,2024-08-08,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Brookline,medium,True
Fa_00258,2024-09-24,Fall_2024,chair,1,69.0,other,East Boston,medium,True
Fa_00259,2024-09-12,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Brighton,high,True
Fa_00260,2024-09-04,Fall_2024,desk,1,79.0,other,Allston,high,False
Fa_00261,2024-10-25,Fall_2024,kitchen_set,1,39.99,website,Mission Hill,high,True
Fa_00262,2024-08-24,Fall_2024,bed_frame,3,90.0,website,Cambridgeport,high,True
Fa_00263,2024-09-18,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Watertown,medium,False
Fa_00264,2024-09-12,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,East Boston,medium,True
Fa_00265,2024-09-04,Fall_2024,mattress,3,570.0,xiaohongshu_wechat,Quincy,low,True
Fa_00266,2024-08-15,Fall_2024,bed_frame,1,30.0,website,Jamaica Plain,medium,True
Fa_00267,2024-08-05,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Brighton,high,False
Fa_00268,2024-08-10,Fall_2024,bed_frame,2,60.0,xiaohongshu_wechat,Watertown,medium,True
Fa_00269,2024-09-22,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Fenway,high,True
Fa_00270,2024-09-04,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,Fenway,high,True
Fa_00271,2024-08-22,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Brookline,medium,False
Fa_00272,2024-10-21,Fall_2024,chair,1,69.0,other,Malden,medium,False
Fa_00273,2024-09-16,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Allston,high,True
Fa_00274,2024-10-21,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Mission Hill,high,True
